Latitude,Longitude,Unique Squirrel ID,Shift,Date,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs From
40.794763924149100,-73.954665418414600,38G-PM-1020-09,PM,2018-10-20,Adult,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,true,false,false,true,false
40.776880470247300,-73.966711402721400,16G-PM-1017-01,PM,2018-10-17,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.792182245761300,-73.953003556464300,36I-PM-1007-07,PM,2018-10-07,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.795127862239900,-73.961569657767300,35A-AM-1014-03,AM,2018-10-14,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.788384010474900,-73.964474836001000,28C-PM-1006-01,PM,2018-10-06,Adult,Gray,Ground Plane,,false,false,false,false,false,gathering acorns,false,false,false,true,false,false,false,true
40.791482966105100,-73.961070559286800,32D-AM-1013-06,AM,2018-10-13,Adult,Cinnamon,Ground Plane,,true,false,false,true,true,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",false,false,false,false,true,true,false,false
40.784530128816300,-73.968845448358500,22A-AM-1008-05,AM,2018-10-08,Adult,Gray,Above Ground,trash can,false,false,false,true,false,,false,false,false,true,false,false,false,true
40.798095947103400,-73.957823716835900,40B-PM-1014-06,PM,2018-10-14,Adult,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false
40.780971944530900,-73.968827120240100,19C-PM-1018-01,PM,2018-10-18,Adult,Gray,Ground Plane,,true,true,false,true,false,,false,false,false,false,true,false,true,false
40.794458508236700,-73.961708874992800,35A-PM-1013-06,PM,2018-10-13,Adult,Cinnamon,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true
40.776653057929300,-73.970182482587200,14E-AM-1008-09,AM,2018-10-08,Adult,Gray,Ground Plane,,true,true,false,false,false,,true,false,false,false,false,false,false,true
40.776604351297400,-73.967641049748100,15G-PM-1019-05,PM,2018-10-19,Adult,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false
40.772357203023600,-73.970872605072100,10F-AM-1007-02,AM,2018-10-07,Adult,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false
40.798216222376400,-73.954145346581700,42E-PM-1012-06,PM,2018-10-12,Adult,Cinnamon,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,false,true
40.784292740532700,-73.968360829597600,22B-AM-1013-04,AM,2018-10-13,Adult,Cinnamon,Ground Plane,Under bench,false,false,false,false,true,,false,false,false,false,false,false,false,true
40.777338666528000,-73.968052057989000,15F-PM-1010-06,PM,2018-10-10,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.771587786327400,-73.978718087073600,5A-AM-1006-05,AM,2018-10-06,Adult,Gray,Ground Plane,near 65th St arch,false,false,false,false,true,,false,false,false,true,false,false,false,true
40.789565406854600,-73.956590586827600,32H-PM-1006-01,PM,2018-10-06,,Gray,Above Ground,in the European Beech,false,false,true,false,false,,false,false,false,false,false,false,false,false
40.799246167480200,-73.956575973361100,42C-AM-1007-02,AM,2018-10-07,,,,,false,false,false,false,false,,false,true,false,false,false,false,false,false
40.798738465625600,-73.955153949830600,41D-AM-1014-01,AM,2018-10-14,Adult,Gray,Ground Plane,,false,false,false,false,true,digging,false,false,false,false,false,false,true,false
40.781353795943500,-73.964197181396700,21G-PM-1007-01,PM,2018-10-07,Adult,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,true,false,false,true,false
40.776855370308200,-73.969288397092800,14E-AM-1008-02,AM,2018-10-08,Adult,Gray,Ground Plane,,true,false,false,false,true,walking,false,false,false,false,false,false,false,true
40.769958701905800,-73.970854967078800,7H-PM-1006-04,PM,2018-10-06,Adult,Gray,Above Ground,on tree knob,false,false,false,false,false,sitting,false,false,false,false,false,false,true,false
40.782511195076400,-73.963974400564700,22F-AM-1007-01,AM,2018-10-07,Adult,Gray,Ground Plane,,false,false,true,false,true,,false,false,false,false,false,false,true,false
40.771214548882800,-73.973027791142200,7F-AM-1008-16,AM,2018-10-08,Juvenile,Gray,Above Ground,tree,false,false,false,false,false,,false,false,false,false,false,false,false,true
40.772469160571800,-73.971054140570800,10F-PM-1019-05,PM,2018-10-19,Adult,Black,Above Ground,"Behind fence, tree",false,false,true,false,false,,false,false,false,false,false,false,true,false
40.774721358538700,-73.976159253248200,10A-AM-1006-04,AM,2018-10-06,Juvenile,Gray,Above Ground,tree near large rock on Bridle Path,false,false,false,false,false,walking on branch,false,false,false,false,true,false,false,false
40.795068972313500,-73.954400765868500,38F-PM-1013-05,PM,2018-10-13,Juvenile,Gray,Ground Plane,,false,false,false,false,true,"being chased,was pushed by other squirrel",true,true,false,false,false,false,false,false
40.799368134968000,-73.957598616136400,41B-PM-1014-01,PM,2018-10-14,Adult,Gray,Above Ground,Climbing tree,false,false,true,false,false,climbing (tree),false,false,false,false,false,false,false,true
40.795541899085500,-73.960770137044300,36A-PM-1013-07,PM,2018-10-13,,Gray,Ground Plane,"""FIELD""",false,true,false,false,false,chasing #8,false,false,false,false,false,false,false,true
40.770584618512100,-73.976403652298400,5C-AM-1006-05,AM,2018-10-06,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.790819328498100,-73.958924955523500,32E-PM-1017-03,PM,2018-10-17,Adult,Gray,Above Ground,bottom of tree,false,false,false,true,false,still,false,false,false,false,false,false,true,false
40.791768540448200,-73.963462341876100,31A-PM-1017-04,PM,2018-10-17,Adult,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,false,false
40.797844914331300,-73.952111015487200,42G-AM-1018-03,AM,2018-10-18,Adult,Gray,Ground Plane,,true,false,false,false,false,stop to look at me—then ran,false,false,false,false,false,false,false,true
40.795001362020700,-73.957480902824800,37D-PM-1014-04,PM,2018-10-14,Adult,Gray,Ground Plane,,false,true,false,false,true,chasing (a chipmunk),false,false,false,false,false,false,false,true
40.785411934253800,-73.967097592707000,24B-AM-1013-01,AM,2018-10-13,,Gray,Above Ground,,true,false,false,true,false,took nut to bury,false,false,false,false,true,false,false,true
40.770194155027300,-73.971131879027900,7G-AM-1010-02,AM,2018-10-10,Adult,Gray,Above Ground,,true,false,false,false,false,,false,false,false,false,true,false,false,true
40.770540931570300,-73.976324338377100,5C-PM-1010-13,PM,2018-10-10,Adult,Gray,Above Ground,way up a tree!,false,false,true,false,false,,false,false,false,false,false,false,false,false
40.775518194155900,-73.965175446443900,15I-AM-1008-01,AM,2018-10-08,Adult,Gray,Above Ground,tree,false,false,true,true,false,,false,false,false,false,false,false,true,false
40.781573995935700,-73.970010061760200,19B-PM-1018-01,PM,2018-10-18,Adult,Gray,Above Ground,,true,false,false,false,false,flying,false,false,false,false,false,false,false,false
40.776238547063000,-73.971905618214000,13D-PM-1018-10,PM,2018-10-18,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,false,true,false
40.792289617693600,-73.953004092355500,36I-PM-1007-10,PM,2018-10-07,Juvenile,Gray,Ground Plane,,false,false,false,true,false,stole (found?) an entire sandwich,false,false,false,false,false,false,true,false
40.798848730021600,-73.957209376052900,41B-AM-1010-06,AM,2018-10-10,Adult,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false
40.793958106938200,-73.960774633797900,35B-AM-1010-01,AM,2018-10-10,Adult,Gray,Ground Plane,lawn,false,false,false,false,false,walking w/ something in mouth,false,false,false,false,false,false,true,false
40.797392339651200,-73.956634604645300,40D-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,false
40.796382675378000,-73.959203888767300,38B-PM-1018-02,PM,2018-10-18,Adult,Gray,Ground Plane,,false,false,false,false,true,burying nut,false,false,false,false,false,false,false,false
40.795081334590200,-73.951111871110800,40I-AM-1018-01,AM,2018-10-18,Adult,Cinnamon,Ground Plane,,true,false,false,false,true,begging,false,false,false,false,false,false,false,false
40.772953757303500,-73.976993979638200,7B-AM-1008-10,AM,2018-10-08,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
